query,match,score
hương rau giống tự nhiên,hương liệu giống tự nhiên,18.648832
hương rau giống tự nhiên,hương vani giống tự nhiên,18.648832
hương rau giống tự nhiên,hương chanh giống tự nhiên,18.648832
hương rau giống tự nhiên,hương dâu giống tự nhiên,18.648832
hương rau giống tự nhiên,hương thịt giống tự nhiên,18.648832
hương rau giống tự nhiên,hương cam giống tự nhiên,18.648832
hương rau giống tự nhiên,hương bò giống tự nhiên,18.648832
axit pantothenic,acid pantothenic,11.110014
axit pantothenic,axit folic,7.3899007
axit pantothenic,axit citric,7.3899007
axit pantothenic,axit xitric,7.3899007
axit pantothenic,axit lactic,7.3899007
axit pantothenic,axit ascorbic,7.3899007
axit pantothenic,axit malic,7.3899007
axit pantothenic,axit docosahexaenoic,7.3899007
axit pantothenic,axit arachidonic,7.3899007
dầu hành tây,hành tây,14.393434
dầu hành tây,bột hành tây,13.524445
dầu hành tây,hành tây sấy,13.524445
dầu hành tây,hành tây e0,13.524445
dầu hành tây,chiết xuất hành tây,12.759139
dầu hành tây,bột hành tây rang,12.759139
dầu hành tây,dầu hành,12.267555
dầu hành tây,bột hành tây sấy rang,12.079346
dầu hành tây,bột bắp cái bột hành tây,11.471018
mật ong nguyên chất,mật ong xuyến chi nguyên chất,23.041004
mật ong nguyên chất,mật ong,18.605927
mật ong nguyên chất,bột mật ong,17.485386
mật ong nguyên chất,hương mật ong,17.485386
mật ong nguyên chất,mật ong rừng,17.485386
mật ong nguyên chất,bột bơ mật ong,16.498257
mật ong nguyên chất,hương mật ong tổng hợp,15.621194
mật ong nguyên chất,hương mật ong tự nhiên,15.621194
mật ong nguyên chất,gia vị bơ mật ong tổng hợp,14.128914
hương nho,hương nho tổng hợp,10.203081
hương nho,hương nho nhân tạo,10.203081
hương nho,hương nho tự nhiên,10.203081
hương nho,hương nho giống tự nhiên,9.6231575
hương nho,hương vị nho nhân tạo,8.728149
hương nho,hương nho tổng hợp dùng cho thực phẩm,8.230378
hương nho,nho,7.999203
hương nho,hương nho giống tự nhiên dùng cho thực phẩm,7.853751
hương nho,nho khô,7.349402
chiết xuất tôm,bột tôm chiết xuất,15.813783
chiết xuất tôm,bột tôm khô chiết xuất,14.902031
chiết xuất tôm,chiết xuất cá chiết xuất hành,10.8967705
chiết xuất tôm,chiết xuất,10.765292
chiết xuất tôm,chiết xuất ớt,10.12402
chiết xuất tôm,chiết xuất men,10.12402
chiết xuất tôm,chiết xuất táo,10.12402
chiết xuất tôm,chiết xuất hào,10.12402
chiết xuất tôm,chiết xuất vani,10.12402
milk powder,skimmed milk powder,15.385971
milk powder,whole milk powder,15.385971
milk powder,skim milk powder,15.385971
milk powder,coconut milk powder,15.385971
milk powder,instant skim milk powder,14.521932
milk powder,bột sữa dừa coconut milk powder,13.065855
milk powder,sữa bột tách kem skimmed milk powder,12.445814
milk powder,sữa bột tách kem iskimmed milk powder,12.445814
milk powder,milk,7.956348
corn syrup,high fructose corn syrup,17.303314
corn syrup,đường high fructose corn syrup,16.397066
corn syrup,corn starch syrup,16.195696
corn syrup,corn,9.878432
corn syrup,syrup,9.181163
corn syrup,corn starch,9.075975
corn syrup,corn origin,9.075975
corn syrup,corn flour,9.075975
corn syrup,corn oil,9.075975
chất ổn định dùng trong thực phẩm,chất ổn định dùng cho thực phẩm,33.217144
chất ổn định dùng trong thực phẩm,chất nhũ hóa dùng trong thực phẩm,26.05893
chất ổn định dùng trong thực phẩm,chất chống ôxi hóa dùng trong thực phẩm,25.109972
chất ổn định dùng trong thực phẩm,tổng hợp dùng trong thực phẩm,24.31819
chất ổn định dùng trong thực phẩm,chất tạo ngọt tự nhiên dùng trong thực phẩm,24.232471
chất ổn định dùng trong thực phẩm,chất tạo hương tổng hợp dùng trong thực phẩm,24.232471
chất ổn định dùng trong thực phẩm,hương tổng hợp dùng trong thực phẩm,23.447876
chất ổn định dùng trong thực phẩm,màu tổng hợp dùng trong thực phẩm,23.447876
chất ổn định dùng trong thực phẩm,hương vanilla tổng hợp dùng trong thực phẩm,22.641518
nucleotid,hỗn hợp nucleotid,9.504801
nucleotid,hon hop nucleotid,9.504801
nucleotid,hon hap nucleotid,9.504801
hon hop nucleotid,hon hop tocopherol,20.850037
hon hop nucleotid,hon hap nucleotid,19.339043
hon hop nucleotid,nucleotid,11.185543
hon hop nucleotid,hỗn hợp nucleotid,9.504801
hon hop nucleotid,màu tổng hop,8.525293
hon hop nucleotid,màu tong hop,8.525293
hon hop nucleotid,phẩm màu tong hop,7.9295454
hon hop nucleotid,chất tao ngot tong hop,7.4116206
hon hop nucleotid,chất tạo ngọt tổng hop,7.4116206
chứa bột mì,có chứa bột mì,14.446869
chứa bột mì,sản phẩm chứa bột mì,13.7765045
chứa bột mì,sản phẩm có chứa bột mì,13.170791
chứa bột mì,thành phần có chứa bột mì,13.170791
chứa bột mì,sản phẩm này có chứa bột mì,12.6201935
chứa bột mì,oleoresin sản phẩm có chứa bột mì,12.6201935
chứa bột mì,sản phẩm có chứa thành phần bột mì,10.218123
chứa bột mì,bột mì,9.938152
chứa bột mì,chứa lúa mì,9.657328
cytidin e5' monophosphat,cytidin e5 monophosphat,28.272224
cytidin e5' monophosphat,adenosin e5 monophosphat,15.262093
cytidin e5' monophosphat,adenosin e5' monophosphat,15.262093
cytidin e5' monophosphat,otidin e5 monophosphat,15.262093
cytidin e5' monophosphat,dinatri guanosin e5 monophosphat,14.383402
cytidin e5' monophosphat,dinatri uridin e5 monophosphat,14.383402
cytidin e5' monophosphat,dinatri inosin e5 monophosphat,14.383402
cytidin e5' monophosphat,dinatri guanosin e5' monophosphat,14.383402
cytidin e5' monophosphat,dinatri uridin e5' monophosphat,14.383402
hương trái cây,hương trái cây tổng hợp,16.711214
hương trái cây,hương trái cây tự nhiên,16.711214
hương trái cây,hương trái cây nhân tạo,16.711214
hương trái cây,hương trái cây giống tự nhiên,15.956568
hương trái cây,hương trái cây nhiệt đới tự nhiên,15.2712
hương trái cây,hương trái cây tổng hợp của xoài,15.2712
hương trái cây,trái cây,14.930782
hương trái cây,hương trái cây tổng hợp giống tự nhiên,14.645518
hương trái cây,hương trái cây tổng hợp dùng cho thực phẩm,14.071688
cũng có thể chứa dấu vết của hạt cây,có thể chứa dấu vết của trứng,41.222424
cũng có thể chứa dấu vết của hạt cây,có thể chứa dấu vết của đậu nành,39.809864
cũng có thể chứa dấu vết của hạt cây,có thể chứa dấu vết gluten,33.852776
cũng có thể chứa dấu vết của hạt cây,có chứa dấu vết của đậu phộng,32.36031
cũng có thể chứa dấu vết của hạt cây,có thể chứa vết của trứng,29.812262
cũng có thể chứa dấu vết của hạt cây,có thể chứa dạng vết của lecithin đậu nành,26.260025
cũng có thể chứa dấu vết của hạt cây,có thể chứa vết,24.487886
cũng có thể chứa dấu vết của hạt cây,có thể chứa vết đậu phộng,22.102133
cũng có thể chứa dấu vết của hạt cây,có thể chứa các hạt,19.97256
dừa nạo,dừa,7.337905
dừa nạo,dầu dừa,6.741823
dừa nạo,thạch dừa,6.741823
dừa nạo,hương dừa,6.741823
dừa nạo,bột dừa,6.741823
dừa nạo,dừa sấy,6.741823
dừa nạo,cơm dừa,6.741823
dừa nạo,nước dừa,6.741823
dừa nạo,sữa dừa,6.741823
hương trà,hương trà xanh,10.564575
hương trà,dầu hương trà xanh,9.927578
hương trà,hương trà giống tự nhiên,9.365649
hương trà,hương trà xanh tổng hợp,9.365649
hương trà,hương trà xanh giống tự nhiên,8.865927
hương trà,dầu hương vị trà xanh,8.470641
hương trà,hương trà xanh matcha giống tự nhiên,8.41838
hương trà,trà đen,7.0291386
hương trà,trà xanh,7.0291386
sản phẩm có chứa sulphite,sản phẩm có chứa,20.496073
sản phẩm có chứa sulphite,sản phẩm có chứa sữa,19.650532
sản phẩm có chứa sulphite,sản phẩm có chứa gluten,19.650532
sản phẩm có chứa sulphite,sản phẩm có chứa cá,19.650532
sản phẩm có chứa sulphite,sản phẩm có chứa trứng,19.650532
sản phẩm có chứa sulphite,sản phẩm có chứa sulfite,19.650532
sản phẩm có chứa sulphite,sản phẩm có chứa mè,19.650532
sản phẩm có chứa sulphite,sản phẩm có chứa sunfit,19.650532
sản phẩm có chứa sulphite,sản phẩm có chứa sửa,19.650532
vảy khoai tây,khoai tây,15.861528
vảy khoai tây,bột khoai tây,14.923423
vảy khoai tây,vẩy khoai tây,14.923423
vảy khoai tây,khoai tây chiên,14.923423
vảy khoai tây,khoai tây tươi,14.923423
vảy khoai tây,khoai tây miếng,14.923423
vảy khoai tây,vảy rau ngò tây,14.260867
vảy khoai tây,tinh bột khoai tây,14.095218
vảy khoai tây,tỉnh bột khoai tây,14.095218
sá bấu sấy,hướng sá xị tổng hợp,8.933036
sá bấu sấy,rau sấy,6.22463
sá bấu sấy,ớt sấy,6.22463
sá bấu sấy,bắp sấy,6.22463
sá bấu sấy,dừa sấy,6.22463
sá bấu sấy,hẹ sấy,6.22463
sá bấu sấy,tôm sấy,6.22463
sá bấu sấy,trứng sấy,6.22463
sá bấu sấy,hành sấy,6.22463
chất điều chính độ acid,chất điều chính độ axit,27.293854
chất điều chính độ acid,chất điều chính độ ph,27.293854
chất điều chính độ acid,chất điều chính đô acid,23.6008
chất điều chính độ acid,chất điều chỉnh độ acid,21.852072
chất điều chính độ acid,chất điều chỉnh độ độ acid,21.706617
chất điều chính độ acid,chất điều chỉnh độ acid acid malic,21.484468
chất điều chính độ acid,chứa chất điều chỉnh độ acid,20.744835
chất điều chính độ acid,chất điều chỉnh asifier hix độ acid,19.748167
chất điều chính độ acid,chất điều chính axit,19.274603
soybean,soybean oil,10.633108
soybean,soybean polysaccharide,10.633108
mơ tươi,mơ,12.092312
mơ tươi,tươi,6.855665
mơ tươi,sữa tươi,6.2987576
mơ tươi,tỏi tươi,6.2987576
mơ tươi,ớt tươi,6.2987576
mơ tươi,hành tươi,6.2987576
mơ tươi,trứng tươi,6.2987576
mơ tươi,gừng tươi,6.2987576
mơ tươi,men tươi,6.2987576
hương mũi tây tự nhiên,hương khoai tây tự nhiên,19.176155
hương mũi tây tự nhiên,hương dâu tây tự nhiên,19.176155
hương mũi tây tự nhiên,bột gia vị khoai tây tự nhiên classic,14.525957
hương mũi tây tự nhiên,hương tự nhiên giống tự nhiên,12.606762
hương mũi tây tự nhiên,hương tự nhiên,12.495657
hương mũi tây tự nhiên,hương giống hương tự nhiên,11.988817
hương mũi tây tự nhiên,hương liệu tự nhiên,11.751296
hương mũi tây tự nhiên,hương giống tự nhiên,11.751296
hương mũi tây tự nhiên,hương chanh tự nhiên,11.751296
bột phô mai cheddar,phô mai cheddar,27.914858
bột phô mai cheddar,bột phô mai,19.478838
bột phô mai cheddar,trong bột phô mai,18.487307
bột phô mai cheddar,bột phô mai mozzarella,18.487307
bột phô mai cheddar,phô mai bột,18.316256
bột phô mai cheddar,bột hương phô mai,17.247448
bột phô mai cheddar,bột gia vị phô mai,16.301277
bột phô mai cheddar,bột whey hương phô mai,16.301277
bột phô mai cheddar,phô mai,16.126007
hương tiêu tổng hợp,hương tổng hợp,12.247448
hương tiêu tổng hợp,hỗn hợp hương tổng hợp,11.922316
hương tiêu tổng hợp,hương tiêu,11.828857
hương tiêu tổng hợp,hương năm hương tổng hợp,11.775769
hương tiêu tổng hợp,hương nấm hương tổng hợp,11.775769
hương tiêu tổng hợp,hương hương thảo tổng hợp,11.775769
hương tiêu tổng hợp,hương liệu tổng hợp,11.521962
hương tiêu tổng hợp,hương vani tổng hợp,11.521962
hương tiêu tổng hợp,hương thịt tổng hợp,11.521962
ruốc muối,ruốc,9.878432
ruốc muối,mắm ruốc,9.075975
ruốc muối,con ruốc,9.075975
ruốc muối,ruốc tươi,9.075975
ruốc muối,ruốc khô,9.075975
ruốc muối,ruốc sấy,9.075975
ruốc muối,ruốc thịt gà,8.394096
ruốc muối,mắm ruốc huế,8.394096
ruốc muối,con ruốc sấy,8.394096
adenosin e5' monophosphat,adenosin e5 monophosphat,27.912157
adenosin e5' monophosphat,adenosin s monophosphat,16.966213
adenosin e5' monophosphat,cytidin e5 monophosphat,15.262093
adenosin e5' monophosphat,cytidin e5' monophosphat,15.262093
adenosin e5' monophosphat,otidin e5 monophosphat,15.262093
adenosin e5' monophosphat,dinatri guanosin e5 monophosphat,14.383402
adenosin e5' monophosphat,dinatri uridin e5 monophosphat,14.383402
adenosin e5' monophosphat,dinatri inosin e5 monophosphat,14.383402
adenosin e5' monophosphat,dinatri guanosin e5' monophosphat,14.383402
dịch hạt óc chó,hạt óc chó,26.449612
dịch hạt óc chó,sữa hạt óc chó,25.11755
dịch hạt óc chó,óc chó,21.172573
dịch hạt óc chó,hương óc chó,19.90783
dịch hạt óc chó,bột quả óc chó,18.79258
dịch hạt óc chó,nhân quả óc chó,18.79258
dịch hạt óc chó,dịch trích từ đậu nành hạt,9.682116
dịch hạt óc chó,dịch trích từ hạt đậu nành,9.682116
dịch hạt óc chó,dịch trích từ hạt đầu nành,9.682116
hương vỏ cam tự nhiên,hương cam tự nhiên,20.796537
hương vỏ cam tự nhiên,hỗn hợp hương cam tự nhiên,18.99136
hương vỏ cam tự nhiên,cam tự nhiên,18.60856
hương vỏ cam tự nhiên,hương cam giống tự nhiên,17.035679
hương vỏ cam tự nhiên,vỏ cam,16.648573
hương vỏ cam tự nhiên,hương hỗn hợp cam quýt tự nhiên,15.238946
hương vỏ cam tự nhiên,hương cam giống tự nhiên dùng cho thực phẩm,13.791815
hương vỏ cam tự nhiên,hương tự nhiên giống tự nhiên,12.606762
hương vỏ cam tự nhiên,hương tự nhiên,12.495657
hương trái cây tổng hợp giống tự nhiên,hương trái cây giống tự nhiên,31.139164
hương trái cây tổng hợp giống tự nhiên,hương vị trái cây giống tự nhiên,28.451294
hương trái cây tổng hợp giống tự nhiên,hương trái cây tổng hợp,28.162697
hương trái cây tổng hợp giống tự nhiên,hưởng trái cây giống tự nhiên,27.114828
hương trái cây tổng hợp giống tự nhiên,hương trái cây tổng hợp của xoài,26.192913
hương trái cây tổng hợp giống tự nhiên,hương trái cây tự nhiên,24.98618
hương trái cây tổng hợp giống tự nhiên,trái cây tổng hợp,24.982027
hương trái cây tổng hợp giống tự nhiên,hương trái cây tổng hợp dùng cho thực phẩm,24.495092
hương trái cây tổng hợp giống tự nhiên,hương trái cây nhiệt đới tự nhiên,22.761633
bột lúa mạch,bột lúa mạch đen,15.949476
bột lúa mạch,bột lúa mạch dẻo,15.949476
bột lúa mạch,bột malt từ lúa mạch,13.889843
bột lúa mạch,mạch nha lúa mạch,13.341185
bột lúa mạch,lúa mạch,13.288292
bột lúa mạch,lúa mạch đen,12.484928
bột lúa mạch,hạt lúa mạch,12.484928
bột lúa mạch,từ lúa mạch,12.484928
bột lúa mạch,đạm lúa mạch,12.484928
caramen nhóm iv tổng hợp,chất tạo màu caramen nhóm iv tổng hợp súp,32.168953
caramen nhóm iv tổng hợp,caramen nhóm iv,26.653996
caramen nhóm iv tổng hợp,caramen nhóm i tổng hợp,21.701942
caramen nhóm iv tổng hợp,phẩm màu có nguồn gốc tự nhiên caramen nhóm iv,19.678074
caramen nhóm iv tổng hợp,phẩm màu tổng hợp caramen nhóm iii,19.639677
caramen nhóm iv tổng hợp,chất tạo màu tổng hợp caramen nhóm iii,18.753431
