query,match,score
lecithins,soya lecithins,11.025056
chác loại hạt,các loại hạt,18.147377
chác loại hạt,lạc các loại hạt,17.330576
ferrous cafe,ferrous sulfate,11.025056
ferrous cafe,"e585 , Sắt (II) lactat , Ferrous lactate",7.9288177
dầu hạt bắp,dầu hạt mỡ,13.836099
dầu hạt bắp,dầu hạt illipe,13.836099
chiết xuất gia vị dasima,chiết xuất gia vị,30.035213
chiết xuất gia vị dasima,chiết xuất gia vị ớt,28.868795
taurine,taurine sản phẩm chứa các nguyên liệu có nguồn gốc từ lúa mì,6.89165
huile de soja,émulsifiant de soja,20.430696
huile de soja,lecitina de soja,20.430696
hương mãng cầu giống tự nhiên,hương cầu giống tự nhiên,31.87709
hương mãng cầu giống tự nhiên,hương mãng cầu tổng hợp,26.042885
khổ qua rừng tươi  sấy lạnh,khổ qua rừng sấy lạnh,54.03111
khổ qua rừng tươi  sấy lạnh,khổ qua rừng,36.858597
dầu mct,mct,11.792564
dầu mct,chất béo mct,10.351349
xi rô đậu đỏ ngọt,đậu đỏ ngọt,31.980549
xi rô đậu đỏ ngọt,xirô đậu đỏ ngọt,30.627762
beta,"e459 , beta-Cyclodextrin , Cyclodextrin, beta-",14.928255
beta,màu beta,11.367317
chất tạo màu tổng hợp tartrazin,chất tạo màu tổng hợp,31.346703
chất tạo màu tổng hợp tartrazin,chất tạo màu tổng hợp e160a_i,30.196651
tổ yến tinh chế,tổ yến,22.233353
tổ yến tinh chế,tổ yến sao,21.152412
cỏ cà ri,cà ri,22.369652
cỏ cà ri,bột cà ri,21.280384
thạch đen,cốt thạch đen,20.147085
thạch đen,nước  cây thạch đen khô,9.510393
khô cả thu mặn,khô cá thu mặn,32.718815
khô cả thu mặn,cả thu,11.825552
bột bắp cải,bắp cải,21.625399
bột bắp cải,rau bắp cải,20.577827
việt nam,trồng tại việt nam,22.663868
việt nam,chất công ty tnhh lotte việt nam,19.916372
chiết xuất dành dành,màu tự nhiên từ chiết xuất dành dành,32.90196
chiết xuất dành dành,chiết xuất quả dành dành,28.748877
nocciole,pasta di nocciole,11.102929
nocciole,nocciole  nella crema,11.102929
sorbic acid,"e200 , Acid sorbic , Sorbic acid",29.374626
sorbic acid,acid,7.1564035
hầu,bột chiết xuất hầu,10.463534
copper sulphate,manganese sulphate,11.825552
copper sulphate,copper sulfate,11.367317
hàm lượng caffeine tối thiểu,tối thiểu,23.089272
hàm lượng caffeine tối thiểu,ca cao tối thiểu,20.950043
hương bergamot tự nhiên,hương bergamot tổng hợp,14.821688
hương bergamot tự nhiên,hương tự nhiên,13.23464
hydroxypropyl alistarch phosphat,hydroxypropyl distarch phosphat,16.290585
hydroxypropyl alistarch phosphat,"e1442 , Hydroxypropyl distarch phosphat , Hydroxypropyl distarch phosphate",14.620359
otidin e5 monophosphat,dinatinosin e5 monophosphat,19.28296
otidin e5 monophosphat,cytidin e5 monophosphat,19.28296
"e503 ,  , ammonium carbonate, ammonium bicarbonate",ammonium bicarbonate,32.000504
"e503 ,  , ammonium carbonate, ammonium bicarbonate",ammonium bicarbonate e503,28.012749
đạm từ heo,đạm collagen từ heo,26.872805
đạm từ heo,đạm từ sữa,19.702446
e415 chất tạo ngọt tổng hợp,chất tạo ngọt tổng hợp,33.223255
e415 chất tạo ngọt tổng hợp,ins  chất tạo ngọt tổng hợp,32.002853
dầu bơ khan,bơ khan,24.47927
dầu bơ khan,dầu bơ,17.847237
muối natri clorua,natri clorua,25.132393
muối natri clorua,muối natri,19.387402
bao gồm furcellaran,bao gồm hàu,22.37938
bao gồm furcellaran,bao gồm vắt mì,21.34531
khi carbonat,caxi carbonat,8.2121525
khi carbonat,kali carbonat,8.2121525
contain milk and lactose,lactose contain milk and lactose,44.92586
contain milk and lactose,contain milk,23.089272
củ dong,bột củ dong,24.138351
củ dong,bột dong,10.751766
hương vani nhận tạo,hương sữa nhận tạo,21.739788
hương vani nhận tạo,hương vị nhận tạo,21.739788
bánh qui hạnh nhân sapori,bánh qui sô cô la sapori,25.958145
bánh qui hạnh nhân sapori,bánh qui sữa chua misura,17.322166
chất xơ yến mạch,chất xơ yến,25.619265
chất xơ yến mạch,chất xơ yên mạch,18.211203
muối hot,gia vị hot,11.102929
muối hot,muối,6.944375
hương sữa chua giống tự nhiên dùng cho thực phẩm,hương giống tự nhiên dùng cho thực phẩm,45.66951
hương sữa chua giống tự nhiên dùng cho thực phẩm,giống tự nhiên dùng cho thực phẩm,44.435402
e514_i,"e514_i , Natri sulfat , Sodium sulfate",21.08546
tương đen,sốt tương đen,18.532145
tương đen,đậu tương đen,18.532145
"e452_v , Amoni polyphosphat , Ammonium polyphosphate","e452_i , Natri polyphosphat , Sodium polyphosphate",15.240835
"e452_v , Amoni polyphosphat , Ammonium polyphosphate","e452_iv , Calci polyphosphat , Calcium polyphosphate",15.240835
gia vị ý,gia vị hương phô mai kiểu ý,19.142838
gia vị ý,gia vị,13.756061
nước táo lên men với sucrose,nước táo lên men với sucrose cider,54.367874
nước táo lên men với sucrose,nước táo lên men với sucose,43.941925
sắt ii fumarat,sắt fumarat,19.927221
sắt ii fumarat,"e585 , Sắt (II) lactat , Ferrous lactate",16.694221
inosine,inosine 5 monophotphat,11.102929
nấm tuyết sấy,nấm tuyết sấy thăng hoa,30.978313
nấm tuyết sấy,nấm tuyết,21.033068
chất ổn định gồm,chất ổn định,19.135927
chất ổn định gồm,chất ổn định e471,18.293903
"e332 ,  , potassium citrates",e332,27.868752
"e332 ,  , potassium citrates","e333 ,  , calcium citrates",14.071417
hon hap nucleotid,hon hop nucleotid,20.44611
hon hap nucleotid,nucleotid,11.792564
cam thảo hoa cơm cháy chất nhũ hóa,hoa cơm cháy,23.924744
cam thảo hoa cơm cháy chất nhũ hóa,cam thảo,23.511665
bột yến mạch,yến mạch sữa bột yến mạch,26.450008
bột yến mạch,bột yến mạch mảnh,23.487995
basil,basil extract,11.825552
basil,lá basil,11.367317
đậu đen hàn quốc,hàn quốc,19.187296
đậu đen hàn quốc,cá hàn quốc,18.256691
glycerol,"e422 , Glycerol , Glycerol",24.83474
glycerol,glycerol e422,10.751766
bột chiết xuất cá cơm lên men,sốt cá cơm lên men,36.254066
bột chiết xuất cá cơm lên men,bột chiết xuất cá biển,27.057945
việt quất rừng,việt quất,20.93422
việt quất rừng,việt quất e2,19.941597
bột thảo quả,bột thảo quả sapa,27.543564
bột thảo quả,thảo quả,22.457138
thịt quá ổi,ổi,12.158652
thịt quá ổi,quả ổi,11.367317
noisettes  dans la crème,chocolat  dans la crème,37.100197
noisettes  dans la crème,noisettes,12.158652
không dầu hydeat hóa,sữa bột ít béo không hương liệu nhân tạo không dầu hydrat hóa,10.7981415
không dầu hydeat hóa,không chất béo thực vật đã hydro hóa,10.550343
dầu cọ tinh chế,dầu hạt cọ tinh chế,31.8998
dầu cọ tinh chế,dầu cọ tinh chế khử mùi,31.588408
carbonate acide de sodium,sulfite acide de sodium,34.065643
carbonate acide de sodium,carbonate de sodium,31.886078
chuối nghiền,chuối nghiền nhuyễn,22.825531
chuối nghiền,chuối,10.558317
nước sản phẩm có chứa sữa,sản phẩm có chứa sữa,32.993393
nước sản phẩm có chứa sữa,chất nhũ hóa e322 sản phẩm có chứa sữa,28.5723
glacial,glacial acetic acid,11.102929
glacial,"e260 , Acid acetic băng , Acetic acid, glacial",8.124242
bợ chế biến,bột chế biến,18.349525
bợ chế biến,muối chế biến,18.349525
brilliant blue e133,brilliant blue fcf e133,28.134666
brilliant blue e133,"e133 , Brilliant blue FCF , Brilliant blue FCF",27.512367
e263,"e263 , Calci acetat , Calcium acetate",21.08546
cốt chanh dây,nước cốt chanh dây,30.558971
cốt chanh dây,chanh dây,21.409767
shrimp,ground shrimp,11.825552
dầu oilve,dầu,5.6107864
dầu oilve,dầu ngô,5.245613
màu cà rốt đen,cà rốt đen,28.898352
màu cà rốt đen,màu tự nhiên chiết xuất từ cà rốt đen,26.85972
phụ gia thực phẩm có nguồn gốc thực vật,phụ gia thực phẩm có nguồn gốc từ thực vật,59.845257
phụ gia thực phẩm có nguồn gốc thực vật,có nguồn gốc thực vật,43.08077
bột mỳ nguyên cám,bột nguyên cám,22.467373
bột mỳ nguyên cám,bột mì nguyên cám,21.384504
củ hành tím sấy,củ hành tím,32.347126
củ hành tím sấy,củ hành,21.33219
muốn chất điều vị,chất điều vị,22.494715
muốn chất điều vị,c chất điều vị,21.524105
đường nâu,sirô đường nâu,22.306541
đường nâu,xirô đường nâu,22.306541
dâu phúc bồn tử,phúc bồn tử,32.490204
dâu phúc bồn tử,nectar phúc bồn tử,31.096977
hương chanh dây thực phẩm tổng hợp,hương chanh dây tổng hợp,30.791248
hương chanh dây thực phẩm tổng hợp,hương thực phẩm tổng hợp,27.531624
annatto,annatto extract,10.52426
annatto,annatto extracts,10.52426
crème de lait,crème de lait entier en poudre,31.670183
crème de lait,poudre de lait,20.708559
docosahexae noic acid,acid,7.1564035
docosahexae noic acid,nucleic acid,6.690635
hương tiramisu giống tự nhiên dùng cho thực phẩm,hương giống tự nhiên dùng cho thực phẩm,45.66951
hương tiramisu giống tự nhiên dùng cho thực phẩm,giống tự nhiên dùng cho thực phẩm,44.435402
hương thực phẩm nhân tạo bao gồm,hương thực phẩm nhân tạo,38.053837
hương thực phẩm nhân tạo bao gồm,màu thực phẩm nhân tạo gồm,29.87555
beetred,beetred e162,11.825552
glutamat,glutamat e621,11.825552
glutamat,mononatri glutamat,8.959972
thành phần xốt kewpie món ăn việt nước,thành phần xốt kewpie tương ớt tương ớt,33.71647
thành phần xốt kewpie món ăn việt nước,thành phần xốt,27.342035
nước ép đào có đặc,nước ép đào cô đặc,26.73185
nước ép đào có đặc,nước ép dứa có đặc,25.960646
hương chanh,hương liệu tổng hợp hương chanh,19.234795
hương chanh,bột gia vị hương chanh,16.919703
"e541_i , Natri nhôm phosphat, dạng acid , Sodium aluminium phosphate, acidic","e541_ii , Natri nhôm phosphat, dạng bazo , Sodium aluminium phosphate, basic",55.738
"e541_i , Natri nhôm phosphat, dạng acid , Sodium aluminium phosphate, acidic","e554 , Natri nhôm silicat , Sodium aluminium silicate",28.009039
"e999 ,  , quillaia extract","e999_i , Chất chiết xuất từ quillaia nhóm I , Quillaia extract type I",15.855103
"e999 ,  , quillaia extract","e999_ii , Chất chiết xuất từ quillaia nhóm II , Quillaia extract type II",15.855103
hành paro,hành,7.805247
hành paro,hành tim,7.297249
chất ổn đỉnh,chất ổn dinh,11.052746
chất ổn đỉnh,chất ổn đ,11.052746
hương khoai môn,hương khoai môn tự nhiên,23.773258
hương khoai môn,hương khoai môn tổng hợp,23.773258
sản phẩm này sử dụng thiết bị sản xuất chung với sản phẩm có chứa trứng,sản phẩm được sản xuất trên cùng thiết bị sản xuất sản phẩm có chứa trứng,57.52105
sản phẩm này sử dụng thiết bị sản xuất chung với sản phẩm có chứa trứng,đậu nành sản phẩm này sử dụng trên cùng dây chuyền sản xuất của các sản phẩm có chứa trứng,49.261234
sản phẩm có chứa sorbitol,sản phẩm có chứa,24.165154
sản phẩm có chứa sorbitol,sản phẩm có chứa sulphite,23.20711
pulpe d'ail,pulpe de tomates avec morceaux et concentré de tomates,8.124242
e224,"e224 , Kali metabisulfit , Potassium metabisulfite",21.08546
đậu nành hoặc mù tạc,mù tạc,24.644333
đậu nành hoặc mù tạc,dầu mù tạc,23.444302
"e161b_ii ,  , Tagetes extract",e161b_ii,27.868752
"e161b_ii ,  , Tagetes extract","e999 ,  , quillaia extract",12.012735
protein heo,protein da heo,14.539322
protein heo,protein thịt heo,14.539322
bột gia vị bò bbq,bột gia vị bò,26.750408
bột gia vị bò bbq,bột gia vị bò kho,25.635742
dầu thực vật đã hydro hóa hoàn toàn,chất béo thực vật đã hydro hóa hoàn toàn,57.97515
dầu thực vật đã hydro hóa hoàn toàn,dầu dừa đã hydro hóa hoàn toàn,49.20781
caramen nhóm,caramen nhóm ii,17.07272
caramen nhóm,caramen nhóm e1,17.07272
nước hoa quả nghiền cô đặc,quả nghiền cô đặc,39.239693
nước hoa quả nghiền cô đặc,cà chua nghiền cô đặc,24.693512
tôm có thể chứa mực từ sản phẩm sản xuất trên cùng dây chuyền,tôm từ sản phẩm khác sản xuất trên cùng dây chuyền,64.02425
tôm có thể chứa mực từ sản phẩm sản xuất trên cùng dây chuyền,cá từ sản phẩm khác sản xuất trên cùng dây chuyền,58.33101
e407 e466,e407,11.500251
e407 e466,e466,11.048452
caramen nhóm í tổng hợp,caramen nhóm iv tổng hợp,24.676632
caramen nhóm í tổng hợp,caramen nhóm i tổng hợp,24.676632
sữa hạt hạnh nhân,hạt hạnh nhân,30.14841
sữa hạt hạnh nhân,dịch hạt hạnh nhân,28.858768
phẩm màu caramen,phẩm màu caramen tự nhiên,23.904503
phẩm màu caramen,phẩm màu caramen nhóm i tổng hợp,22.059921
phô mai bột fromagio,phô mai bột,30.033318
phô mai bột fromagio,phô mai,18.005066
cao,cao bò,10.329372
cao,cao carbonat,10.329372
caramen nhóm maltodextrin,caramen nhóm,17.94231
caramen nhóm maltodextrin,caramen nhóm ii,17.07272
nấm mèo,nấm mèo đen,19.972595
nấm mèo,nấm mèo sợi,19.972595
khí nitơ,"e941 , Khí nitơ , Nitrogen",32.107914
khí nitơ,khí nitơ oxit,22.618134
nguyên liệu thực phẩm oleoresin garlic,nguyên liệu thực phẩm,32.913857
nguyên liệu thực phẩm oleoresin garlic,nguyên liệu thực phẩm best cornstarch,30.468863
có thể chứa vết của trứng,có thể chứa dấu vết của trứng,45.337276
có thể chứa vết của trứng,có thể chứa vết của,40.273262
sản phẩm có chứa các sản phẩm từ cá,sản phẩm có chứa sản phẩm từ cá,51.6007
sản phẩm có chứa các sản phẩm từ cá,sản phẩm có chứa các sản phẩm từ tôm,50.351105
cá bò giấy,cá bò,20.176765
cá bò giấy,cá bò khô,19.141697
đường re,đường re men streptococcus thermophilus,16.581926
đường re,đường mía re,16.047728
bột phô mai,gói bột phô mai,26.558636
bột phô mai,trong bột phô mai,26.558636
gồm có hỗn hợp thịt heo xay,thịt  gồm có hỗn hợp thịt heo xay,63.072826
gồm có hỗn hợp thịt heo xay,hỗn hợp thịt heo xay,45.822617
chất điều chỉnh độ acid dinatri diphosphat,chất điều chỉnh độ acid,31.66119
chất điều chỉnh độ acid dinatri diphosphat,chất điều chỉnh độ acid e170_i,30.458523
thịt ghẹ,thịt càng ghẹ,17.052422
thịt ghẹ,ghẹ,12.158652
bơ tươi,bơ,8.957981
bơ tươi,bơ đặc,8.374958
hạt đậu nành,chiết xuất từ hạt đậu nành,21.202353
hạt đậu nành,dịch trích từ hạt đậu nành,21.202353
hương trái cây tự nhiên tu thành phân,hương trái cây tự nhiên,37.264782
hương trái cây tự nhiên tu thành phân,hương trái cây tự nhiên của khoai môn,33.485657
tôm từ sản phẩm khác sản xuất trên cùng dây chuyền,cá từ sản phẩm khác sản xuất trên cùng dây chuyền,78.51296
tôm từ sản phẩm khác sản xuất trên cùng dây chuyền,cả từ sản phẩm khác sản xuất trên cùng dây chuyển,61.52482
ng no5,ng,9.514341
ng no5,ng gardenia,8.895108
e551,"e551 , Dioxyd silic vô định hình , Silicon dioxide, amorphous",17.240974
e551,chất chống động vón e551,8.642004
gelatin chất điều chỉnh độ acid,gelatin chất điều chỉnh độ axit,40.922615
gelatin chất điều chỉnh độ acid,chất điều chỉnh độ acid,34.95258
hỗn hợp cà phê robusta,hỗn hợp cà phê hòa tan  cà phê robusta,46.854458
hỗn hợp cà phê robusta,hỗn hợp cà phê hoà tan  cà phê robusta,46.854458
kết hợp bột gia vị hỗn hợ đã qua chọn loc kĩ lưỡng,hỗn hợp bột gia vị,22.579372
kết hợp bột gia vị hỗn hợ đã qua chọn loc kĩ lưỡng,bột gia vị hỗn hợp,22.392962
muối i ốt sốt nước tương,sốt nước tương,32.280014
muối i ốt sốt nước tương,muối i ốt,27.391748
ch ổn định carrageenan,chất ổn định carrageenan,30.42992
ch ổn định carrageenan,"e407 , Carrageenan , Carrageenan",11.38669
hương ngò gai,dầu hương ngò gai,32.137417
hương ngò gai,hương ngò gai tự nhiên,23.463614
gelatin từ bò,gelatin từ bò halal,33.525482
gelatin từ bò,từ bò,20.701893
strawberry puree,strawberry,10.866129
strawberry puree,strawberry powder,10.158916
nước cốt dâu  chất nhũ hóa e477,chất nhũ hóa e477,39.131866
nước cốt dâu  chất nhũ hóa e477,nước cốt dâu,24.901983
caramel nhóm iii,màu caramel nhóm iii,31.341137
caramel nhóm iii,nhóm iii,21.284517
cà rốt tươi,cà rốt,17.487812
cà rốt tươi,cà rốt tím,16.62753
baking powder,baking soda,11.367317
baking powder,baking powders,11.367317
màu bột nghệ tự nhiên,màu bột ớt tự nhiên,25.00209
màu bột nghệ tự nhiên,màu tự nhiên,15.030939
sản phẩm không chứa gluten,sản phẩm không chứa lactose,29.758595
sản phẩm không chứa gluten,không chứa gluten,29.498524
mận hậu tươi,mận tươi,17.34658
mận hậu tươi,mận,11.256905
đậu hủ,đậu hủ bi,18.710253
đậu hủ,đậu hủ hải sản,17.796576
piment de cayenne,piment rouge moulu,10.672695
piment de cayenne,piment jalapeño moulu,10.672695
hương vanila tự nhiên,hương vanila,16.07586
hương vanila tự nhiên,hương vanila tổng hợp,14.416229
đạm whey tổng hợp,đạm whey,19.02643
đạm whey tổng hợp,đạm whey cô,18.074755
bột xuyên tiêu đỏ,bột tiêu đỏ,24.14888
bột xuyên tiêu đỏ,hỗn hợp tiêu đỏ,19.543877
vị asian bbq,vị phở,10.007439
vị asian bbq,vị vải,10.007439
fruits,concentrés de jus de fruits,9.893772
dầu mat thực vật,dầu thực vật,19.322483
dầu mat thực vật,thực vật,15.147134
bột hương thịt tổng hợp,hương thịt tổng hợp,30.985212
bột hương thịt tổng hợp,bột mùi thịt tổng hợp,23.600708
đạm whey giàu alpha lactalbumin,whey giàu alpha lactalbumin,50.621258
đạm whey giàu alpha lactalbumin,đạm whey,19.02643
chất nhũ hóa e476,chất nhũ hóa,19.340982
chất nhũ hóa e476,chất nhũ hóa ins,18.486809
mật ong nguyên chất,mật ong tự nhiên nguyên chất,27.834005
mật ong nguyên chất,mật ong xuyến chi nguyên chất,27.834005
nước ép táo kiwi,nước ép táo,22.010405
nước ép táo kiwi,nước ép kiwi,21.223385
mơ không hạt,nho khô đen không hạt,19.226284
mơ không hạt,mơ,11.500251
ba cacao,ba sữa,10.158916
ba cacao,ba rô,10.158916
"e513 ,  , sulfuric acid","e570 ,  , stearic acid",10.6736965
"e513 ,  , sulfuric acid","e236 ,  , formic acid",10.6736965
sản phẩm chứa trứng,sản phẩm có chứa trứng,27.383564
sản phẩm chứa trứng,sản phẩm có thể chứa trứng,26.250605
với  dâu tây,dâu tây,18.691803
với  dâu tây,bột dâu tây,17.80419
e341_iii,"e341_iii , Tricalci phosphat , Tricalcium phosphate",20.275314
e341_iii,tricalci phosphat e341_iii,10.09476
co,dầu co,10.751766
co,dâ u co,10.09476
"e1412 , Distarch phosphat , Distarch phosphate",distarch phosphate,45.644455
"e1412 , Distarch phosphat , Distarch phosphate",distarch phosphat,44.797264
mè các loại,ớt các loại,19.594648
mè các loại,hạt các loại,19.594648
nước tình khiết,nước tỉnh khiết,13.991959
nước tình khiết,nước tinh khiết,13.991959
acido lattico,acido pantotenico,11.025056
acido lattico,acido citrico,11.025056
bột nước gà hầm rau củ,bột nước hầm rau củ,41.634544
bột nước gà hầm rau củ,bột rau củ,21.739151
or all their derivatives,or soybean and hydrogenated soybean,9.893772
hương bạc hà piemonte tự nhiên,hương bạc hà tự nhiên,29.951258
hương bạc hà piemonte tự nhiên,hương bạc hà lục tự nhiên,28.731646
sản phẩm có chứa thành phần từ lúa mì,sản phẩm có chứa thành phần từ gluten,44.708733
sản phẩm có chứa thành phần từ lúa mì,sản phẩm có chứa thành phần từ đậu nành,43.21473
chất nhũ hóa e451_i,chất nhũ hóa e1450_ii e451_i,26.513098
chất nhũ hóa e451_i,chất nhũ hóa,19.340982
viên màu nâu,viên màu trắng,22.987396
viên màu nâu,gạo nâu,10.158916
sirop de fructose,sirop de glucose et fructose,27.198599
sirop de fructose,sirop de glucose,22.147938
cytidin e5 monophosphat,cytidin e5' monophosphat,47.37014
cytidin e5 monophosphat,dinatinosin e5 monophosphat,19.28296
đã qua kiểm dịch,trứng  đã qua kiểm dịch,47.164597
đã qua kiểm dịch,đã qua xử lý nhiệt,21.535412
gia vị tôm nướng,gia vị tôm,23.39523
gia vị tôm nướng,gia vị tôm cay,22.342411
chất béo sữa,sữa đặc  chất béo sữa,24.238235
chất béo sữa,sữa bột chất béo sữa,24.238235
dầu hướng dương không biến đổi gen,không biến đổi gen,46.419334
dầu hướng dương không biến đổi gen,dầu hướng dương không hy đrô hóa,31.865685
bột gia vị hương cà chua,bột gia vị hương cà chua chất làm dày,38.423725
bột gia vị hương cà chua,hương cà chua,27.713852
từ dầu m,từ dầu cọ,18.242233
từ dầu m,từ dầu c,18.242233
có chứa chất điều chỉnh độ acid,chứa chất điều chỉnh độ acid,41.96415
có chứa chất điều chỉnh độ acid,chất điều chỉnh độ acid,34.95258
hỗn hợp dầu cọ,hỗn hợp dầu,25.11652
hỗn hợp dầu cọ,hỗn hợp dầu thực vật,22.91793
dầu đậu nành hydro hóa,đậu nành hydro hóa,34.758026
dầu đậu nành hydro hóa,dầu đậu nành hydro folic,31.57498
bột tẩm batter mix,bột tẩm,15.395862
bột tẩm batter mix,bột tẩm predust,14.564489
kem pastry,da pastry,11.825552
kem pastry,kem,8.628313
đạm whey từ sữa,đam whey từ sữa,27.175375
đạm whey từ sữa,bột whey từ sữa,27.175375
sadržaj ukupne suve materije mleka min,sadržaj ukupne suve materije kakao delova min,53.73031
sadržaj ukupne suve materije mleka min,min,11.792564
chát nhữ hoa,chát nhũ hoa,17.91799
chát nhữ hoa,chát ổn định,10.09476
kem vanilla,vanilla,11.792564
kem vanilla,hương vanilla,11.025056
épaississant e415,e415,10.4258
épaississant e415,verdickungsmittel e415,9.747246
e20,đường e20,11.825552
dầu bơ,dầu bơ khan,16.902193
dầu bơ,dầu bơ thay thế,16.055788
phẩm màu có nguồn gốc tự nhiên caramen nhóm iv,phẩm màu có nguồn gốc tự nhiên,56.90407
phẩm màu có nguồn gốc tự nhiên caramen nhóm iv,phẩm màu tổng hợp có nguồn gốc tự nhiên,39.83466
bột hạnh nhân hạt bí ngô,bột hạnh nhân,26.511406
bột hạnh nhân hạt bí ngô,bột bí ngô,24.55527
tương ngọt,sốt tương ngọt,22.034756
tương ngọt,tương,9.265793
chất điều vị monosodium l glutamate,chất điều vị monosodium l,39.275673
chất điều vị monosodium l glutamate,chất điều vị monosodium glutamate,35.019142
rau củ sấy,rau củ sấy khô,28.227049
rau củ sấy,rau củ,18.015423
bột sương sáo trắng,bột sương sáo,27.314425
bột sương sáo trắng,bột sương sáo đen,26.103725
hương liệu rau củ,hương rau củ,21.615217
hương liệu rau củ,rau củ,18.966534
bột tiêu trắng,tiêu trắng,21.40648
bột tiêu trắng,bột tiêu,15.896658
sữa  gồm nước,sữa chua lên men  nước,12.878944
sữa  gồm nước,sữa hoàn toàn từ sữa bò tươi  nước,11.070504
bột trộn,hương bột trộn tự nhiên,9.893772
bột trộn,bột,4.218189
rượu nấu,rượu nấu ăn,20.901592
rượu nấu,rượu,8.825464
voir les ingrédients en corocee gras clukororirun zucker gezuckerte kondensmilch,voir l'emballage,11.825552
tartrazine c,tartrazine,11.256905
tartrazine c,tartrazine colour,10.52426
hỗn hợp axit amin,hỗn hợp,13.656361
hỗn hợp axit amin,hỗn hợp selen,12.998007
cơm,cơm nhuyễn,9.528877
cơm,cơm dừa,9.528877
chiết xuất thịt bò cô đặc,chiết xuất thịt bò,30.96844
chiết xuất thịt bò cô đặc,chiết xuất cô đặc,23.676558
nước sữa tươi,sữa tươi,18.063293
nước sữa tươi,kem sữa tươi,17.211988
"e175 ,  , gold",gia vị okay gold,10.463534
"e175 ,  , gold","e965 ,  , maltitol",5.368336
soybean,soybean oil,10.751766
soybean,soybean polysaccharide,10.751766
dầu dừa đã hydro hóa,dầu dừa đã hydro hóa hoàn toàn,43.154984
dầu dừa đã hydro hóa,dầu dừa hydro hóa,29.464798
sesame or nuts,sesame seeds,10.751766
sesame or nuts,sesame oil,10.751766
"e213 , Calci benzoat , Calcium benzoate","e211 , Natri benzoat , Sodium benzoate",15.7336
"e213 , Calci benzoat , Calcium benzoate","e212 , Kali benzoat , Potassium benzoate",15.7336
cây thịt,cây thịt vị tôm,21.24736
cây thịt,cây chanh,9.431559
hương tổng hợp chương trà,hương tổng hợp,19.271435
hương tổng hợp chương trà,hương tổng hợp mạch nha glucose,17.052162
egg,egg whites,11.025056
egg,egg yolk,11.025056
e500_ii,"e500_ii , Natri hydro carbonat , Sodium hydrogen carbonate",16.097101
e500_ii,e500_ii e530_ii,10.158916
sữa bột ít béo không hương liệu nhân tạo không dầu hydrat hóa,sữa bột ít béo,38.07934
sữa bột ít béo không hương liệu nhân tạo không dầu hydrat hóa,không hương liệu nhân tạo,37.930557
mononatre l glutamate,mononatri l glutamate,19.625153
mononatre l glutamate,natri l glutamate,19.625153
sắt khử thiamine mononitrate,sắt khu thiamine mononitrate,29.935038
sắt khử thiamine mononitrate,thiamine mononitrate,24.644333
nước sốt mơ,nước sốt,16.205933
nước sốt mơ,nước sốt cà,15.351462
hương vani việt quốc tự nhiên gồm nước ép việt quất cô đặc,nước ép việt quất cô đặc,50.54597
hương vani việt quốc tự nhiên gồm nước ép việt quất cô đặc,nước việt quất từ nước ép việt quất cô đặc sau sim fructose,36.276257
bột gia vị hương gà,bột gia vị hương,26.118343
bột gia vị hương gà,bột gia vị hương thit,25.038095
umami seasoning,seasoning,11.048452
umami seasoning,crab seasoning,10.329372
có chứa dừa,sản phẩm có chứa dừa,24.686201
có chứa dừa,chiết xuất cà rốt tím cô đặc có chứa dừa,20.515694
hương liệu tự nhiên có thể chứa sữa,có thể chứa sữa,30.234074
hương liệu tự nhiên có thể chứa sữa,hương liệu tự nhiên thành phần thịt quả lắng đọng tự nhiên sản phẩm có chứa sữa,29.272087
màu caramen tổng hợp,màu caramen tổng hợp e150a,32.25154
màu caramen tổng hợp,hưởng caramen tổng hợp,21.818192
sốt bbq,xốt bbq,9.747246
sốt bbq,hương bbq,9.747246
sôcôla,sôcôla trắng,9.871138
sôcôla,sôcôla đen,9.871138
steviol glycosid,steviol glycosid từ stevia,20.927586
steviol glycosid,chất tạo ngọt tự nhiên steviol glycosid,19.746998
natri ascorbate,"e301 , Natri ascorbat , Sodium ascorbate",13.02685
natri ascorbate,sodium ascorbate,10.751766
"e622 , Monokali L- glutamat , Monopotassium L- glutamate","e621 , Mononatri L- glutamat , Monosodium L- glutamate",30.617645
"e622 , Monokali L- glutamat , Monopotassium L- glutamate","e623 , Calci di-L- glutamat , Calcium di-L- glutamate",28.530125
sĩ rõ nghịch chuyển,đường nghịch chuyển,21.6627
sĩ rõ nghịch chuyển,siro đường nghịch chuyển,20.665188
hành lá sẫy,hành lá,18.189762
hành lá sẫy,hành lá sáy,17.280716
thực vật,thực vật đầu cọ tinh bột bắp,14.9354725
thực vật,đạm thực vật,14.397413
lá trà xanh nhật,lá trà xanh,29.560043
lá trà xanh nhật,lá trà,20.288616
bột sương sáo đen  bột năng,bột sương sáo đen,39.19387
bột sương sáo đen  bột năng,bột năng,28.930246
tảo biển nâu,tảo biển,20.323864
tảo biển nâu,tảo biển dextrin,19.330544
chiết xuất rau củ,chiết xuất rau củ vege e860,29.680641
chiết xuất rau củ,chiết xuất rau củ quả tươi,29.680641
pyridoxin hydrociorid,pyridoxin hcl,10.329372
pyridoxin hydrociorid,pyridoxin hydrochloride,10.329372
